id,type,name,concat,house_number,postcode,lat,lon
l3368,restaurant,Razzak,s11633,3,13187,52.5685399,13.3991995
l3369,hotel,Raja Jooseppi Resort,s1771,44,10115,52.5371709,13.3971527
l3370,restaurant,Mamas Food Manufaktur,s10293,52,10551,52.5284804,13.3429479
l3371,pub,Revolte Bar,s1063,51,10247,52.5183538,13.4655043
l3372,restaurant,Madami (mama),s8735,3,10178,52.523391,13.4089464
l3373,cafe,La Femme,s2003,101,10115,52.5323608,13.3804691
l3374,bar,Charlies Bar,s3364,31,10969,52.5047832,13.3910291
l3375,restaurant,Essenza,s6287,125,10117,52.5100972,13.3833264
l3376,cafe,Saaldeck,s5412,103a,10243,52.5173667,13.4435436
l3377,restaurant,New Arirang,s11102,22,10243,52.5112598,13.4516394
l3378,bar,Bata Bar & Billiards,s4483,50,10557,52.5303619,13.3670529
l3379,cafe,Café Schmus,s6465,9 14,10969,52.502348,13.3958211
l3380,nightclub,Void,s11446,5,10365,52.5075429,13.4758087
l3381,restaurant,Neu Delhi,s9332,8,13187,52.5704692,13.3987991
l3382,bar,Basalt,s10823,38,13347,52.5506938,13.3607102
l3383,restaurant,Rivado,s6091,79,10787,52.5040893,13.3463287
l3384,restaurant,Tay Par Burger,s11529,144,10585,52.512746,13.3052599
l3385,restaurant,L'herbivore,s8001,38,10249,52.5229683,13.4495007
l3386,restaurant,Madinina,s11102,12,10245,52.5132473,13.4525501
l3387,cafe,Stück vom Glück,s11492,2,13187,52.5694253,13.4000835
l3388,museum,Madame Tussauds,s10800,74,10117,52.5168416,13.3816742
l3389,restaurant,Croatia Grill,s8645,5,13409,52.5607907,13.3695775
l3390,cafe,Le Von Coin,s5811,42,10405,52.5340117,13.4158016
l3391,bar,Layal Lounge,s1317,18,10553,52.5281328,13.3289224
l3392,bar,Cafe Köşe Başi,s3637,16,13347,52.5438324,13.374252
l3393,restaurant,Noun,s10736,53,10551,52.5272855,13.331259
l3394,cafe,Momenti Di Vini,s3163,15,13187,52.5655124,13.4009605
l3395,cafe,Coffee & Cookies,s10282,107,10963,52.5061288,13.3799037
l3396,pub,Brüsseler Eck,s1796,5,13353,52.5485308,13.3523695
l3397,restaurant,Mars,s3637,35,13347,52.5462156,13.3663607
l3398,bar,Pharaos,s8249,86,13357,52.5532505,13.3818478
l3399,cafe,The Juicery,s2469,2,10437,52.5406703,13.4055075
l3400,bar,Coco Lounge Shisha-Bar,s4001,,10623,52.5081169,13.3208679
l3401,restaurant,Tsukushiya,s2386,16,10999,52.5011367,13.4170356
l3402,restaurant,mesa,s6862,2,10785,52.5079129,13.3725153
l3403,restaurant,Il Pane e le Rose,s381,6,10407,52.5294431,13.4344438
l3404,restaurant,Faustus,s11590,2,10789,52.5010341,13.3424088
l3405,cafe,Kakadu,s9714,13,13359,52.5577577,13.390261
l3406,restaurant,Chekiang,s5330,41,10589,52.5259115,13.3103771
l3407,cafe,Café Güneş,s5817,143,13359,52.5568941,13.3775583
l3408,restaurant,Schmucks Restauration,s1754,13,10179,52.5120297,13.4168336
l3409,restaurant,Volkskammer,s10241,18 b,10243,52.5111109,13.438092
l3410,museum,Menschen Museum,s7852,1a,10178,52.5205791,13.4089041
l3411,bar,Zuckerzauber,s6836,24c,10245,52.5022839,13.4663084
l3412,bar,Hilifetreff,s10242,136,10623,52.5139707,13.3254422
l3413,cafe,Figaro Wine Food,s9234,33,14059,52.5122008,13.2974658
l3414,cafe,Zuckerstück,s9188,7,10439,52.5509686,13.4117623
l3415,cafe,Les Amis,s1994,19,10117,52.5088286,13.3923006
l3416,bar,Lust Bar,s10616,225,10115,52.5275166,13.388203
l3417,restaurant,Good Morning Vietnam,s223,60,10119,52.5284227,13.4093485
l3418,restaurant,Dudu31,s1464,31,10707,52.5002297,13.319425
l3419,bar,Schurkenkeller,s2020,28,10119,52.5327062,13.4101937
l3420,cafe,No Fire No Glory,s8981,45,10405,52.5366338,13.4203939
l3421,restaurant,Bistro Ribelle,s8499,9,10117,52.5235496,13.38628
l3422,restaurant,LIDO Kirsons Charlottenstraße,s1994,13,10969,52.5070376,13.3925861
l3423,restaurant,Steakhouse Gaucho,s7299,83b,13349,52.5606492,13.3344297
l3424,pub,Brauhaus Lemke am Alex,s5411,13,10178,52.5225511,13.4079444
l3425,cafe,Neo1,s6346,1,10437,52.5428218,13.4206355
l3426,restaurant,Via Vai,s8482,9,14052,52.5122367,13.2680681
l3427,restaurant,Gilgamesch,s3938,194,10405,52.534967,13.4311807
l3428,restaurant,Ribs Revolution,s2012,35,10435,52.5364551,13.4105201
l3429,restaurant,Tengoku Asia Food,s3082,12,10179,52.5137205,13.4059075
l3430,restaurant,Come Và Và,s2176,144,10407,52.5344698,13.4359297
l3431,cafe,Shiloh,s10616,159,10115,52.529307,13.3963811
l3432,cafe,My Moon,s6853,4,13409,52.5631976,13.3640496
l3433,hotel,Hotel am Luisenbad,s5817,3 4,13357,52.5544036,13.3780086
l3434,restaurant,NutCart,s5328,87,14057,52.5096779,13.2805967
l3435,restaurant,Takumi Nine,s7858,19,10437,52.5437926,13.4158054
l3436,restaurant,Barcelona,s3364,211,10969,52.506304,13.3903978
l3437,restaurant,Oishinbo,s6674,46,10437,52.5439191,13.4180215
l3438,restaurant,Restaurant M,s9896,26,10785,52.507343,13.3639568
l3439,museum,Ritter Sport Museum,s3258,24,10117,52.5146378,13.3905283
l3440,pub,Tommy's Dart-Treffpunkt,s6853,12 13,13409,52.5616346,13.3643705
l3441,restaurant,Friesendeel,s5877,36,10243,52.5112293,13.4496245
l3442,cafe,Avocai,s1771,165,10119,52.5339869,13.3980928
l3443,restaurant,Salone Market,s3597,66,13353,52.5489671,13.3516959
l3444,cafe,Cadadia,s6763,12,10789,52.5021882,13.336452
l3445,cafe,Bastion 5 Cafe,s5827,71,10117,52.5084992,13.4034083
l3446,pub,Windlicht,s9345,108,13585,52.5450672,13.203726
l3447,restaurant,Ryong,s10616,59,10119,52.5290695,13.4089621
l3448,bar,Aladin Shisha Lounge,s6967,3,13507,52.5855595,13.280794
l3449,restaurant,Pasta & Passione,s5474,94,10435,52.5387967,13.4101965
l3450,bar,Jahn's Biergarten,s1368,47a,13189,52.5638651,13.4216358
l3451,pub,Brewdog Mitte,s24,29,10115,52.5327995,13.3957736
l3452,bar,Bubbles - Lounge,s8683,167,13407,52.5813027,13.3447214
l3453,restaurant,Kantine am Friedrichshain,s381,22,10407,52.5292538,13.4282573
l3454,restaurant,Le Petit Royal,s4001,59,10623,52.5088014,13.3203124
l3455,cafe,Café Flora,s8071,13,10115,52.5247823,13.3828345
l3456,restaurant,milja und schäfa,s9750,1,10245,52.5045171,13.4681336
l3457,restaurant,Pizzare,s2469,21,10437,52.5409934,13.4108202
l3458,cafe,Zeitenträumer,s2932,55,10365,52.5139371,13.4998139
l3459,cafe,Aurora Cafe Bar,s7721,186,10999,52.5005892,13.4214102
l3460,hotel,Mercure Berlin Wittenbergplatz,s11590,3,10789,52.5009644,13.3424779
l3461,cafe,Sixty Degrees,s8616,4,10249,52.5181107,13.4548815
l3462,bar,BAR BAUTROCKNER,s5305,29,10247,52.5119926,13.4665483
l3463,restaurant,Panama,s8207,91,10785,52.5012221,13.3655732
l3464,cafe,EVE coffee & kitchen,s9035,29,10247,52.5177632,13.4655948
l3465,restaurant,DuftReis,s5215,32,10711,52.5007688,13.2963409
l3466,restaurant,Le Faubourg,s952,39,10789,52.5025937,13.3321599
l3467,cafe,Ben Rahim,s9756,7,10178,52.5250864,13.4019272
l3468,restaurant,Hummus & Friends,s7716,27,10117,52.5246022,13.3949959
l3469,restaurant,viet nam sushi bar berlin,s8219,43,10405,52.5360641,13.4227876
l3470,cafe,Comebuy,s5220,14,10719,52.5020855,13.3309084
l3471,cafe,Fine Bagels,s11102,74,10243,52.5126629,13.4530743
l3472,hostel,Pension Mädchenkammer,s6561,20,10119,52.530561,13.40741
l3473,restaurant,Kashana – Indische Spezialitäten,s11508,35,13593,52.5170503,13.1796125
l3474,restaurant,dean&david,s3364,69,10117,52.5122481,13.3900153
l3475,restaurant,Vadolì,s5383,55,10627,52.5067779,13.3080172
l3476,restaurant,Max und Moritz,s7721,162,10969,52.5026189,13.4140039
l3477,restaurant,Detto Fatto,s4986,69,10553,52.5274032,13.3270284
l3478,cafe,Oak & Ice,s9325,52,10437,52.5429014,13.4126942
l3479,restaurant,Bonfini,s2003,15,10115,52.5295749,13.3845817
l3480,restaurant,Julian & Elisa,s6840,41,10117,52.5148587,13.393238
l3481,restaurant,medEATerranean trip,s3473,19,10245,52.5101572,13.4580389
l3482,restaurant,Zen House,s5383,71,10627,52.5069547,13.300083
l3483,restaurant,Shiso Burger,s5383,51,10625,52.5066907,13.3095242
l3484,restaurant,Solo Pizza,s11508,147,13595,52.5243489,13.193296
l3485,hotel,Kazakh House,s10968,148,13469,52.6054505,13.3152315
l3486,cafe,Formel 8 / Billard Café,s5021,15,10589,52.5252735,13.3104697
l3487,restaurant,Clärchens Ballhaus,s969,24,10117,52.526614,13.3968635
l3488,hotel,Meininger Hotel Berlin Tiergarten,s10736,25,10559,52.5264498,13.3443412
l3489,pub,Alte Zeiten Kiez,s6601,17,13351,52.5507574,13.3479184
l3490,cafe,Bella's Bistro,s5405,6,10787,52.5011966,13.3539747
l3491,bar,Victoria Bar,s8207,102,10785,52.5013718,13.363858
l3492,restaurant,Sandunga,s1626,50,10245,52.5082134,13.4665734
l3493,restaurant,Alimentari e Vini,s859,2 4,10551,52.5278889,13.3383316
l3494,bar,Akita Sushi Bar,s1317,72,10553,52.5282486,13.3284535
l3495,restaurant,Simsim,s4978,1,10435,52.5368606,13.4170755
l3496,restaurant,Altberliner Weissbierstube,s8411,21,10178,52.5176364,13.4060005
l3497,cafe,Alpenstück,s9375,1,10115,52.53004,13.392296
l3498,restaurant,Soy,s8735,30,10178,52.5260245,13.411493
l3499,cafe,Carlaconradpaula,s7270,13,10247,52.510332,13.4688974
l3500,pub,Goldener Löffel,s5383,86,10627,52.5066545,13.2965913
l3501,restaurant,Banh Mi Stable,s223,50,10119,52.5269359,13.4084105
l3502,cafe,Mokofuk,s4043,75,10245,52.5113938,13.4597283
l3503,restaurant,Restaurant Sauerkraut,s11269,25,10119,52.5306427,13.4018027
l3504,pub,f2a_space,s3071,2a,10247,52.5134535,13.4691414
l3505,restaurant,Nante-Eck,s10800,35,10117,52.5166524,13.3882153
l3506,restaurant,Pizza Pause,s1626,61,10245,52.5062709,13.469788
l3507,restaurant,Irma La Douce,s8207,102,10785,52.5014844,13.3639586
l3508,cafe,Çarik Kuruyemiş & Cafe,s7299,39,13353,52.5498388,13.3535899
l3509,cafe,Cafe Einstein Stammhaus,s6091,58,10785,52.5020226,13.3547157
l3510,restaurant,Ambar,s1509,5,10555,52.5241282,13.3377804
l3511,bar,Tagesbar 69,s11102,69,10243,52.5115561,13.4525781
l3512,pub,Kowski,s11498,4,10551,52.5279336,13.3415614
l3513,restaurant,Porta Nova,s8656,12,10115,52.5284129,13.378924
l3514,pub,Gambrinus,s5093,66 69,13053,52.5422259,13.4708664
l3515,cafe,Veg room,s10675,37,13353,52.5419004,13.3505408
l3516,cafe,aequa,s2878,14,13357,52.5540174,13.3746948
l3517,restaurant,Lotus,s5383,70,10627,52.5069443,13.3008509
l3518,cafe,Espressobar bei Jens und Viola,s2472,49,10249,52.5258152,13.4519225
l3519,restaurant,Mama Cook,s4442,10,10969,52.5029314,13.3886201
l3520,restaurant,Nhat - Nguyet Quan,s4941,26,10407,52.5313266,13.4329735
l3521,cafe,Kater und Goldfisch,s2878,1,13357,52.553437,13.3764258
l3522,cafe,Chimneys,s11102,81,10243,52.5137288,13.4535431
l3523,restaurant,Supersonico,s1266,71 72,13355,52.5394372,13.3994543
l3524,pub,Gänsemarkt,s8119,1,13597,52.532648,13.2035785
l3525,bar,Crush XV,s3522,15,10245,52.511267,13.4612726
l3526,restaurant,Honiggelb Berlin,s10736,10,10559,52.526542,13.3514308
l3527,cafe,K. Lieblings,s5412,136,10243,52.5158088,13.4513207
l3528,cafe,Moab,s6280,36,10557,52.5343204,13.3591683
l3529,restaurant,Schaukelpferd,s9333,13,13158,52.586639,13.3739904
l3530,restaurant,Restorani Tbilisi,s9322,15,10439,52.5518188,13.4080779
l3531,pub,Finest's,s11021,58,10551,52.5278383,13.3304278
l3532,cafe,Cafe Babylon,s9345,84,13585,52.5484269,13.2005567
l3533,bar,Beste,s11517,12a,13353,52.5438832,13.3606142
l3534,cafe,Vildan,s1317,70,10553,52.5285096,13.328434
l3535,cafe,Sportbar Stadtmitte,s5827,34,10969,52.5058775,13.4061616
l3536,restaurant,acht&dreissig,s7716,38,10117,52.5254497,13.3916499
l3537,restaurant,Lebensmittel in Mitte,s8669,2,10178,52.5241565,13.4074731
l3538,restaurant,Fitery,s3738,27,10437,52.5474349,13.411889
l3539,cafe,Kaffefreunde,s1063,73,10247,52.5178016,13.46852
l3540,restaurant,A. Nam,s3738,38,10437,52.547572,13.4105138
l3541,cafe,Simply,s7922,2,10407,52.5342481,13.4315383
l3542,cafe,Cafe Schneiderei,s6049,31,10439,52.5521855,13.4193768
l3543,hotel,Amaryl City-Hotel am Kurfürstendamm,s6410,76,10719,52.500103,13.3241385
l3544,bar,Wilma,s1012,38 39,13357,52.5534065,13.3787541
l3545,restaurant,Hamy Sophie,s11529,41,10627,52.5107095,13.3052409
l3546,bar,Grand Bar,s7716,,10117,52.5250417,13.3933348
l3547,bar,Zum Schwalbenschwanz,s6782,22,10317,52.5076346,13.4990703
l3548,restaurant,Restaurant Sigiriya,s4043,66,10245,52.5114358,13.457973
l3549,restaurant,Mondo Sardo,s11561,1,10405,52.5309933,13.4228897
l3550,bar,Mowo,s381,35,10407,52.5282952,13.4249
l3551,pub,Pik As,s10616,114,10119,52.5295523,13.4027352
l3552,cafe,Eiscafe Kiosk,s1317,44r,10553,52.5335506,13.3280416
l3553,restaurant,Arirang,s10764,194,10623,52.5067794,13.3264855
l3554,restaurant,Werners Brutzelecke,s859,2 4,10551,52.5276786,13.3383315
l3555,restaurant,Antichi Aromi,s3934,38,10437,52.5520401,13.4188655
l3556,bar,Café Linie 1,s11509,9,10963,52.501387,13.3890261
l3557,restaurant,Limori Ramen,s7291,29,10119,52.5273307,13.4057043
l3558,pub,Capture,s11671,32,10245,52.5098238,13.4569852
l3559,restaurant,The Tree - Noodle House,s1771,167,10119,52.533803,13.398157
l3560,restaurant,Merz Bistro,s11487,6,10179,52.5094992,13.4252454
l3561,restaurant,Verbano,s6027,74,10585,52.512453,13.3096832
l3562,cafe,Eisfabrik Alan,s11680,4,14059,52.513119,13.294365
l3563,cafe,The Digital Eatery,s10800,17,10117,52.5168089,13.3904178
l3564,cafe,Pi Mediterran,s3522,17,10245,52.5114194,13.4613513
l3565,cafe,Miro,s10764,33,10719,52.5002822,13.3247497
l3566,restaurant,Seaside,s7178,17,10117,52.5120032,13.3902147
l3567,restaurant,Cố Đô Huế,s11548,12,10627,52.5072175,13.2987207
l3568,restaurant,Aldimashqi,s4088,1,13357,52.5507749,13.3851113
l3569,cafe,Kernvoll,s9035,34,10247,52.5161208,13.4648021
l3570,restaurant,mokka,s2357,9,10555,52.5217055,13.3361519
l3571,restaurant,Zweistromland,s2176,18,10435,52.5402838,13.4156102
l3572,bar,Enoteca Bertelli,s5474,99b,10435,52.539388,13.4108883
l3573,bar,Heine,s8308,19,10551,52.5324846,13.3429665
l3574,restaurant,Sphere Restaurant im Berliner Fernsehturm,s7852,1a,10178,52.5208928,13.4094282
l3575,restaurant,India Club Restaurant,s1175,72,10117,52.514962,13.3796575
l3576,restaurant,Balkan Grill Lammhaus,s8645,2,13409,52.560464,13.369333
l3577,cafe,Hortus Conclusus,s8219,224,10405,52.5339922,13.4207547
l3578,restaurant,Chicago Steakhouse,s11590,3,10789,52.5009677,13.3426985
l3579,restaurant,Vietland,s4865,13,10245,52.5081997,13.4660958
l3580,cafe,Malör,s1186,98,13357,52.5549093,13.3843568
l3581,restaurant,Kochkunst,s7462,25,13585,52.5468824,13.2095362
l3582,cafe,Zwipf,s1994,75,10117,52.5091533,13.3918004
l3583,restaurant,Banh Xeo Saigon,s3938,41,10405,52.5341358,13.4311213
l3584,pub,Talk-Inn,s9346,22,13347,52.5419196,13.3720828
l3585,cafe,Kral Simit,s8530,108,13409,52.5636697,13.3650798
l3586,bar,Second Home,s7528,25,10247,52.5145199,13.4598449
l3587,restaurant,Honig & Senf Burger Grill,s4986,68,10553,52.5274129,13.3269249
l3588,nightclub,Geheimclub (Annika von Trier),s6480,144,10115,52.5267961,13.3908678
l3589,restaurant,MontRaw,s10616,189,10115,52.5284246,13.3925998
l3590,restaurant,Van Anh,s7658,7,10435,52.5386425,13.4100568
l3591,hotel,High Park,s3472,21,10963,52.5038501,13.3745107
l3592,restaurant,Standard Pizza West,s9239,63,10625,52.5064867,13.3178678
l3593,cafe,Lit Coffeebar & Bakery,s5170,23,10555,52.5240862,13.3343041
l3594,cafe,Vilja Café und Deli,s6945,1,13187,52.5613254,13.4125042
l3595,restaurant,Borsig-B,s318,5,13507,52.5836356,13.2868347
l3596,restaurant,Kin Dee,s6665,81,10785,52.5035245,13.362352
l3597,restaurant,The Grand,s4743,4,10178,52.5255332,13.4124862
l3598,bar,Pohl Bar,s8170,65,10785,52.5008293,13.3629804
l3599,cafe,Neue Nachbarschaft,s1317,44,10553,52.5327176,13.3287119
l3600,restaurant,KreuzBurger,s2472,4,10249,52.5265355,13.4510535
l3601,cafe,Berliner Kaffeerösterei,s10314,28,10627,52.5049487,13.301234
l3602,restaurant,Nihombashi,s11269,4,10119,52.5306139,13.4022458
l3603,cafe,Bagel & Friends,s11671,58,10245,52.5069399,13.4680621
l3604,bar,Bloona,s3522,12,10245,52.5104833,13.4609452
l3605,cafe,Central,s1771,49,10115,52.5381519,13.3964017
l3606,restaurant,Little Green Rabbit,s3364,200,10117,52.5087103,13.3893856
l3607,cafe,East & Eden,s10616,141,10115,52.5296573,13.398824
l3608,restaurant,Kantine Volksbühne,s6480,227,10119,52.527423,13.4122038
l3609,cafe,Muckel Cafe,s381,7,10407,52.5293893,13.43391
l3610,restaurant,Zen,s5165,67,10117,52.51385,13.3872995
l3611,restaurant,Asude Restaurant,s1419,63 64,10627,52.5113106,13.2988836
l3612,restaurant,Hercules,s8772,62,13127,52.607241,13.4254169
l3613,restaurant,Baldon,s1615,16,13357,52.5489023,13.381
l3614,restaurant,Chutnify,s9864,43,10435,52.5383816,13.4188225
l3615,restaurant,Wu Kong,s9687,81,10997,52.5006966,13.4391167
l3616,restaurant,Mola,s11590,3a,10789,52.5009056,13.3429961
l3617,bar,bar nordwärts,s3163,10,13187,52.5656218,13.3990352
l3618,restaurant,Brauhaus Spandau,s7462,1,13585,52.5407571,13.2066332
l3619,bar,Bar BoBu,s7270,9,10247,52.5121173,13.4707775
l3620,cafe,Café Hexe 2.0,s11102,70a,10243,52.5117393,13.4527803
l3621,bar,Saphire Bar,s1618,31,10407,52.5318367,13.4340845
l3622,bar,Times Bar,s2941,10,10623,52.505977,13.327695
l3623,restaurant,Huakai Bowl Bar,s11671,41,10245,52.508743,13.4604848
l3624,restaurant,Zollkantine,s3942,18 24,10409,52.5429845,13.432593
l3625,restaurant,Spiegelsaal,s969,24,10117,52.5266777,13.3967871
l3626,cafe,Type Hype,s8735,11 13,10178,52.5247036,13.4099587
l3627,hotel,Arena Inn,s7299,163,13353,52.5434967,13.3633966
l3628,restaurant,Cheers Kiez Pizza,s2012,37,10435,52.5367167,13.4107577
l3629,pub,Latschenpaule,s2176,137,10407,52.5350949,13.4360377
l3630,cafe,vonLuck Mitte,s2003,94,10115,52.5365575,13.3752048
l3631,restaurant,Aphrodite,s5861,27,13055,52.5381251,13.4802248
l3632,hotel,ibis Styles Berlin Mitte,s1771,1 2,10119,52.5302608,13.401135
l3633,restaurant,Bocca Del Buon Gusto,s5122,151,10115,52.5322305,13.3951227
l3634,restaurant,La Strada,s1419,69,10627,52.5108172,13.2987135
l3635,restaurant,Happy Momo,s7442,3,10245,52.5050337,13.4694602
l3636,museum,Daimler Contemporary Berlin,s214,5,10785,52.5083304,13.3747784
l3637,restaurant,Chon Thong,s5383,53,10627,52.506743,13.3086538
l3638,cafe,Spitz+Pfau,s5764,20 21,10623,52.5073652,13.322369
l3639,restaurant,Mr. Vertigo,s2003,17,10115,52.5299539,13.3841237
l3641,cafe,Salon Schneider,s10616,199,10115,52.5282123,13.3913774
l3642,cafe,St. Oberholz Zehdenicker,s11736,1,10119,52.5297672,13.4074898
l3643,cafe,Sandwichart,s518,,10243,52.5077392,13.437601
l3644,cafe,Schlomo's Bagels and Coffee,s5811,44,10405,52.5341358,13.4159236
l3645,restaurant,Bistro Mainhattan,s5089,5,10117,52.5121223,13.37829
l3646,cafe,Petit Bijou,s7204,1,10117,52.5226674,13.3934847
l3647,bar,Brother‘s,s4043,64,10245,52.5114842,13.4576903
l3648,cafe,Cafe Smilie (im Edeka Center),s10279,18,13587,52.5590203,13.2101949
l3649,restaurant,Haroun,s7442,28,10245,52.5057529,13.4696292
l3650,cafe,hunger & freude,s1626,55,10245,52.5075952,13.467407
l3651,restaurant,Sushi Yana,s6967,12,13507,52.586741,13.2809833
l3652,restaurant,Ristorante Padre e Figlia,s3743,5,13467,52.6182211,13.3084705
l3653,restaurant,Pizza Persa,s9171,71,10627,52.5097505,13.303592
l3654,restaurant,Miss Hue,s5757,24,10405,52.5348555,13.4184612
l3655,bar,Bar Centrale Novantesimominuto,s952,33,10789,52.5018457,13.3340212
l3656,museum,Braun-Sammlung Ettel Museum für Design,s2621,37,10555,52.5238619,13.3363042
l3657,cafe,Café MoKannTi,s6346,9,10437,52.5437677,13.4183564
l3658,restaurant,Hum,s8433,38,10437,52.5437348,13.4165883
l3659,bar,Bull,s5717,35,10787,52.5001984,13.3494308
l3660,restaurant,Hafenrestaurant Da Peppe,s9104,103,13595,52.5033815,13.1883942
l3661,cafe,Blixen Coffee Shop,s11504,140,13439,52.5972853,13.3549199
l3662,bar,Meine Bar Ici,s969,61,10117,52.5272149,13.3974755
l3663,restaurant,Hanoi,s5383,15,10623,52.5057278,13.3266392
l3664,cafe,Eis Bellissimo,s7299,122b,13349,52.5538161,13.3456348
l3665,restaurant,Bierstube Zur Elf,s3275,11,14050,52.5108997,13.2792767
l3666,restaurant,Gotcha,s9671,6,10245,52.5114404,13.4566726
l3667,cafe,Mod Coffee,s1771,193,10119,52.5305729,13.4003179
l3668,cafe,MauerCafé,s1266,117,13355,52.5342457,13.387974
l3669,hotel,Citylight Hotel,s1615,23,13357,52.5490807,13.3824018
l3670,cafe,die espressonisten,s11800,90,10117,52.5076675,13.3879776
l3671,cafe,Hashtag Berlin,s5955,41,10117,52.509859,13.3992936
l3672,restaurant,La Palma,s10912,42,10247,52.5151546,13.467583
l3673,restaurant,Café CousCous,s3364,115,10117,52.5268436,13.3873597
l3674,restaurant,Layla,s4231,10,10963,52.5015732,13.3829902
l3675,bar,Mandaloun,s5329,40,10627,52.5091332,13.3016351
l3676,bar,Z,s253,105,10559,52.5245508,13.3485468
l3677,restaurant,Arai,s10024,60,10405,52.5285724,13.4120762
l3678,restaurant,Marina Blu,s11269,8a,10119,52.5312805,13.4029162
l3679,bar,Rockz,s9671,37,10245,52.5103508,13.4566525
l3680,restaurant,Pizza El Fredo,s3364,14,10969,52.5019116,13.3914666
l3681,bar,Sportbar,s11671,21,10245,52.5089273,13.4607705
l3682,cafe,Simply Keto,s5122,154,10115,52.5322366,13.3961867
l3683,restaurant,Chupenga,s7178,42,10117,52.5125016,13.3943233
l3684,pub,Eiche - Bürgerstube,s11633,127,13187,52.5680471,13.3992717
l3685,cafe,Käffchen,s7721,38,10999,52.5019201,13.4173195
l3686,restaurant,Dragonbowl,s9687,75,10997,52.5008603,13.4401723
l3687,bar,Roses Bar,s7721,187,10999,52.5005362,13.4216423
l3688,cafe,Schoko-Kreativ-Fabrik,s5956,23,10115,52.5248128,13.3957337
l3689,restaurant,Cordo,s4014,32,10115,52.5256883,13.3988716
l3690,cafe,Café Blaupause,s7960,9,10367,52.5252771,13.483169
l3691,cafe,M&M Back,s11529,143 144,10585,52.5125844,13.3052837
l3692,cafe,Brammibal's Donuts,s2176,65,10435,52.5396174,13.4230138
l3693,bar,Holzmarkt25,s4876,25,10243,52.5114976,13.426733
l3694,pub,Brinks Treff,s4440,225 231,13627,52.5390794,13.2992213
l3695,restaurant,Ki-NOVA,s8207,2,10785,52.5095079,13.3731543
l3696,restaurant,Salamat,s3516,1,10115,52.5287165,13.3938491
l3697,restaurant,Astakos,s5472,37 38,13158,52.5919888,13.3829714
l3698,cafe,Bronco Caffee,s5474,97,10435,52.5391997,13.4106316
l3699,pub,Rosis Kiezkneipe,s1111,9,13357,52.5506106,13.3804243
l3700,restaurant,Trattoria Fortuna,s5328,4,14057,52.5110017,13.2938903
l3701,restaurant,Chợ Dông,s6296,1,10245,52.5068868,13.4682638
l3702,bar,Nord-West-Oase,s11395,17,10551,52.5306192,13.3350137
l3703,cafe,Splendid Delikatessen,s2354,37,10117,52.5186882,13.3894587
l3704,restaurant,Lindengarten,s7866,9,13187,52.5786419,13.423062
l3705,cafe,Smoobar Cafe,s4043,79,10245,52.5113167,13.4602606
l3706,bar,203 Bar im Fernsehturm,s7852,1a,10178,52.5208599,13.4093633
l3707,restaurant,Balsamico,s3236,61,10247,52.5147468,13.4663883
l3708,restaurant,Homemade TS Burger,s1938,64,13597,52.5393848,13.2052427
l3709,restaurant,+84 Vietnamese Vegan Kitchen,s4175,52,10115,52.5323775,13.3794442
l3710,restaurant,Good Friends too,s5383,31,10625,52.5062607,13.3172873
l3711,bar,Eetcafé,s8565,3,10437,52.5480878,13.4100443
l3712,restaurant,Fleischerei,s9325,8,10119,52.5297835,13.4105183
l3713,restaurant,893,s5383,135,10625,52.5059258,13.3167979
l3714,cafe,Bar Sigismondo,s5865,6,10437,52.5489243,13.4115196
l3715,restaurant,Rosmarin,s7716,66,10117,52.5250879,13.3916942
l3716,restaurant,Pizza Cara Mia,s5545,12,10317,52.5038226,13.4770679
l3717,restaurant,Korean Food Stories,s8219,217,10405,52.5351884,13.4214387
l3718,museum,Designpanoptikum,s8199,7,10178,52.5168725,13.4060339
l3719,pub,Two Fellas Brewery,s7283,30,13187,52.5629578,13.4091568
l3720,bar,Club Lokum,s1831,12,13507,52.5885571,13.2888965
l3721,restaurant,Cordoba,s2167,1,14059,52.5175706,13.2900232
l3722,restaurant,Gaststätte Barnimquell,s11804,23,13051,52.5669726,13.4995402
l3723,restaurant,ROLLS Asian Street Food,s8219,176,10409,52.5454518,13.4272874
l3724,cafe,Aprilkind,s9671,15,10245,52.5096423,13.4558099
l3725,cafe,Süßfein,s1771,156,10115,52.5354848,13.3974744
l3726,restaurant,Cortador Steakhaus,s10431,10,10589,52.5247522,13.2983122
l3727,restaurant,Bistro Vital,s5210,26,10117,52.5114123,13.396851
l3728,cafe,Ca Phe 13,s10641,3,10247,52.5114558,13.4699363
l3729,pub,Lützow-Stübchen,s6665,81,10785,52.5035133,13.3624857
l3730,cafe,Back-Café Arelya,s11782,114,13509,52.589443,13.2930058
l3731,bar,Morgen wird besser,s4211,7,10365,52.5136741,13.4998066
l3732,cafe,Waffel oder Becher,s9769,2,10178,52.5212657,13.4036317
l3733,hotel,Schall & Rauch,s3738,23,10437,52.5471497,13.4108447
l3734,restaurant,Lino's Barbecue,s6735,43,13347,52.5493968,13.3616418
l3735,restaurant,Tapitas,s3738,23,10437,52.5473867,13.4109618
l3736,cafe,Billardtreff 65,s9537,50,13347,52.5509855,13.3541292
l3737,restaurant,Subhero,s8546,11,10245,52.5081489,13.4540529
l3738,restaurant,Loci Loft,s7719,72,13469,52.6061232,13.3243097
